,text,sentiment
12915,"Not again. Only last week massive delays and cancellations on @TLRailUK damage to overhead wires at Blackfriars, same again today. Why do they keep getting damaged @nationalrailenq",negative
5736,@TLRailUK FYI door to 1st Class Vehicle 401037 Unit 700037 https://t.co/W91RmBTn1R,neutral
8120,"@TLRailUK according to your delay repay section, season ticket holders can apply for compensation. How do we do this? Thursday, Saturday and Sunday there was no trains out of London, we had to pay for a cab absolute disgraceful service. https://t.co/t7AwkfqCWZ",negative
6012,"@TLRailUK Hi, thanks for your reply. It is true that services between Redhill and Tonbridge aren’t delayed but in order to get on it I have to get to Redhill in time which at the speed the train is currently going looking unlikely. Thanks, Sam",negative
1642,0830 Great Northern train to Welwyn Garden City: Delayed - plat 8 0901 Thameslink train to Kings Cross: expected 0902 - plat 2 0904 Great Northern train to Moorgate: On time - plat 1 0901 Thameslink train to Cambridge North: expected 0905 - plat 7,neutral
12557,If you had money on the leg of this weekend’s travel that would be heavily delayed being the one under Govia @TLRailUK @SouthernRailUK then you’re a winner. Contact Chris Grayling for your winnings.,negative
4195,"@SouthernRailUK @SW_Help We've located the fault which was due to a faulty cable. Retesting of the signalling system didn't work this morning. We plan to do another test this afternoon, so we'll update you after that has happened. We are sorry for the continued delays on @SW_Help @GTRailUK @GWRHelp",neutral
2108,1728 Great Northern train to Moorgate via Hertford North: Delayed - plat 4 1807 LNER train to London Kings Cross: expected 1818 - plat 2 1817 Thameslink train to London Kings Cross: expected 1820 - plat 1 1828 Great Northern train to Moorgate via Hertford North: Delayed - plat 4,negative
5983,"@TLRailUK Hi, all good that we may be eligible for compensation due to 20/20 issues.but I stopped using Thameslink bcs I couldn’t get to work-added 30 minutes into my travel time-Thameslink are not reimbursing us for the inconvenience.I couldn’t wait for a train to maybe arrive",negative
2549,@8313_2259 @TLRailUK The fold down is type is the only table being fitted to class 700’s in standard class. The trains were designed as mass people movers,negative
9240,"@TLRailUK several of my delay replay claims have still not been processed, some stretching back over a month. Why is this happening @TLRailUK ?",negative
13935,"The pub that shrank! The Wheatsheaf, in Borough Market @Se1, once stood three storeys tall. But in 2009 the top storey was lopped off — to make way for a much-needed extra Thameslink viaduct. Today, above the drinkers, trains run where the roof once was. https://t.co/kW1DV0RkOv",neutral
3652,"@NetworkRailSE @SouthernRailUK #TLUpdates - Thameslink services may be subject to further delay on between London & Bedford and London & Cambridge as a knock on effect of this issue. Full details, including service updates, live departures & ticket acceptance ℹ️👇 https://t.co/iYMraBkjSy",neutral
5992,"@TLRailUK Hi, coach 407114 is flooded from the disabled toilet. Needs looking into I think! Due at Bedford at 21:21 tonight",neutral
2931,"@Debus42 @TLRailUK Wi fi, seat back tables and power points were not in the original spec when the government ordered the fleet. Wi fi is on the last built units. https://t.co/HBrfRP0GGQ this shows you what's available",neutral
13782,"Thameslink update: Jubilee Line: No service between Stratford and North Greenwich while we fix signal failure at Stratford. SEVERE DELAYS on the rest of the line. London Underground tickets will be accepted on C2C, DLR and LONDON BUSES.",neutral
11286,@ruprechtmonkey @tlupdates @TLRailUK Until new exits are opened (none planned) and passengers dawdle off the trains peak services will wait to enter the station,neutral
4413,@TLRailUK #Thameslink Delays of up to 15 minutes and some cancellations between London Bridge and Norwood Junction due to an earlier track fault.,neutral
10292,"@Wllis4Wllis @tlupdates @TLRailUK You’re right, that’s basic stuff, keeping to the timetable...but we are keep being told how much they are IMPROVING...old trains had tables, new trains don’t...it’s just another thing right? We are being mugged off, lied to...all the time..",negative
9506,@TLRailUK train from LB said Gatwick. We had made an alternative plan but were reassured it would be stopping. Arrived but didn't open doors. Diverted to Three Bridges where no bus replacement. Missed our flight which has cost us £480. Furious at the service provided.,negative
15813,"@TLRailUK Thameslink “services” are appalling at the best of times but this afternoon/evening was beyond the pale. How can one broken down train cause so much disruption? New rolling stock, still rubbish. TL couldn’t run a bath! https://t.co/0Zx8LIG02z",negative
13905,"The first time I have ever got my own seat on the @TLRailUK train to work Either I look like death and no one wants to sit next to me, or it's the start of the #SelfIsolationsociety and less are travelling #staysafe everyone https://t.co/opQ3mWQGNV",neutral
7104,@TLRailUK Second day in a row the 08.04 from Bedford has been cancelled. Is this going to be a permanent change to time table?,negative
16718,Stupid cunt.... Govia Thameslink fined £1m over passenger killed leaning out of window https://t.co/cVokGxh8g7,negative
14813,⚠️ #TLUpdates - following an earlier operational incident between St Pancras and Blackfriars services may be delayed or cancelled. ℹ️Service info & travel advice here 👇 https://t.co/iYMraBkjSy,neutral
12135,"Gave up, just got to St Albans and the next train home is at 1.34!! In an Uber, which Delay Repay will cover 1/3 of if I’m lucky. Let’s do it all again tomorrow shall we @TLRailUK",negative
15465,@TLRailUK - why is my train moving  so slowly? 07:54 Cambridge - London. Every journey I’ve taken this week has been delayed,negative
9244,@TLRailUK shame wifi hasnt been working on either leg of my journey today....makes for lots of dead time. Is there a reason?,negative
5208,@TLRailUK @myvh__ Please can you advise whoever is responsible for this train that the PA system wasn’t working. We couldn’t hear the drivers heartfelt and apologetic announcements for the extreme overcrowding on this train that I’m sure he was trying to give!,negative
2726,@BoringPrufrock @KrippleWithAK @boringcompany @LVCVA @LVCVAImpact @guardian 1 extra train on thameslink adds 600 seats with 1000 standing spaces.,neutral
6478,@TLRailUK Is there potentially going to be delays/cancellations!?,neutral
9895,@TLRailUK why is the already hugely delayed train from Blackfriars to Bedford (4.57) now not stopping at Harpenden or St. Albans?!,negative
12267,Help @TLRailUK was waiting for delayed 8.56 flt-stp. Decided not to take 9.00 as 8.56 is fast. Then AFTER 9.00 goes through the 8.56 is cancelled from flt. No other trains for 30 mins now :-( :-(,negative
12663,"Just found out that due to engineering works trains from Cambridge to Brighton on @TLRailUK aren't even stopping at London Bridge, what would have been the harm in making that announcement before London Blackfriars considering it was listed as a stop 😔",negative
12509,I thought @TLRailUK trains had WiFi ?,neutral
6101,@TLRailUK I am at Harpenden station lots of cancellations and delays and you make the mocking announcement ‘to ensure a TIMELY DEPARTURE train doors will be ...’ Utter disgrace of s company.,negative
11061,@monkeysavage1 @SouthernRailUK @TLRailUK @ABCommuters I estimated with 2 meter social distancing on a class 717 or class 700 it's about 18 people for a central carriage and about 14 people for the front & rear carriage and the carrage with the disabled WC on the class 700.,neutral
1011,(Thameslink Update) 09:22 St Albans City to Sutton Surrey due 10:47 - 09:22 St Albans City to Sutton Surrey due 10:47 is being delayed at St Albans City and is now expected to be 15 minutes late.,negative
12325,"Hi @TLRailUK - either I'm entering the Twilight zone or this train (1407 BFR to PBO) might need a reboot - all PIDs, carriage 410123 to tie it down - other screens on the rotation seem fine https://t.co/GmHapKfddl",negative
1495,".@TLRailUK I tried to catch the 2042 St.P - Wimb Chase. Cancelled on my way to station. Waited for next train. All cancelled. Took E. croydon train, a tram. Will have a 20min walk home as well now. How do I claim a FULL refund of my contactless ticket?",negative
16506,Govia Thameslink has been fined £1m after a man from East Grinstead was killed when he put his head out a Gatwick Express train carriage window in 2016. #HeartNews https://t.co/UlmtX6oPCF,neutral
13770,Thameslink update: District Line: Severe delays between Earl's Court and Ealing Broadway / Richmond due to an earlier faulty train. GOOD SERVICE on the rest of the line.,neutral
8629,"@TLRailUK hey thameslink, I aam very unhappy with your service. I was boarding your 11:17 to stevenage from baldock and I slipped on a unmarked slippy surface by the door. Whhat. Are my options?",negative
12809,Morning train delayed outside East Croydon but day improving with chocolates handed out by @TLRailUK. Put a smile on my face - thank you!,neutral
16616,"Kind of horrible to see, *No toilet got paper on the train *2 continuous train cancelled and my next train is 50 minutes away... What is thameslink doing today... They are really horrible... I can understand they are nearby banned from operation soon most likely...　　@TLRailUK",negative
6842,@TLRailUK No tkt confirmation email received! Tkt counter guy denied re-issuing the tkts as I lost them.Showed the screenshot and my payment card and told I have a train in next 5 mins and a flight to catch but he was adamant and asked to buy new ticket. Couldn't he reprint tkts?,neutral
16591,"I’ll never get over the fact Guendouzi gets the thameslink home after games ffs, you’re telling me my guy has just pulled Pogba’s pants down and he’s queueing for a seat at St Pancras",neutral
4281,"@SouthernRailUK I'm on yet another Thameslink train with no WiFi. I haven't had a Thameslink train with wifi for about 3 or 4 weeks now, what's going on?",negative
8983,@TLRailUK maybe stop advertising WiFi on your trains if only 1 in 10 actually seem to have it?,negative
6064,@TLRailUK Horsham. 20:22 was direct to Horsham and LBG station shows next train to Horsham at 21:30. Ended up on a train south but frustrated about the poor directions and a train leaving a lot of travellers going south stranded without announcement that the radio issue was fixed.,negative
13209,So @TLRailUK after waiting an hour at Farringdon I get a train to Sutton. But now we are at Herne Hill &told it’s not going to Sutton but to Wimbledon and then turning around. This is appalling. Give customers the right info so they can make decisions. Don’t leave them stranded.,negative
13291,"St Pancras wi-fi is fantastic. Really strong connection. There’s no internet at the other end, so it’s of no practical use - you certainly couldn’t tweet about your delayed train - but the wi-fi itself is wonderful. Thanks #thameslink",negative
9147,"@TLRailUK platform announcement at little haven says train has arrived (but 25 mins late). In reality, ploughed straight through the station without stopping. You really do continue to plumb the depths of customer service",negative
2831,"@Class319fan88 @geofftech @BusAndTrainUser I wish we had some 319's back on Thameslink...I know there's no chance of that happening,  but those seats are far more comfortable than the ironing boards in the 700's..",negative
5817,"@TLRailUK Great. Then you will finally put some proper soap in the toilets, then? Everyone says washing hands is key. You can't do that without soap. It's always pretty much just water in there. Will you be putting proper soap in?",negative
10474,@catherinerusse2 @TLRailUK I feel with you. I had to wait 20 minutes for the next bus today. I was freezing my a* and t**s off - only because the bus I wanted take never came. I could've walked home but I had a lot of groceries and it would be to hard to carry them for a 30 minutes walk.,negative
5647,"@TLRailUK Delayed in and out of London today...again! The service is too fragile, it cannot withstand any level of staff absence or mildly bad weather. Add to that the odd broken train and it’s chaos. Not worth the £4K a year or the daily stress. It’s shameful.",negative
5328,"@TLRailUK After resumitting my failed delay repay claim, doing everything that @TLRailUK asked, including labelling it as 'resubmission' and full details - it got turned down again. Why? Because they called it a duplicate AGAIN. This is appalling. What should I do now? Any tips @tlupdates?",negative
16491,Govia Thameslink fined £1m over Gatwick Express window death https://t.co/hPI7ZdNgc8 https://t.co/velz6qFwil,neutral
4380,@Stuart73269692 @TLRailUK @RPM306 @SouthernRailUK Wait... The same team who run @SouthernRailUK and @TLRailUK can't check?,negative
11190,@paulmm14 @TLRailUK A driver wouldn't question moving from one line to another and we wouldn't make announcements saying the signalman us moving us. We just follow the signalmans signals,negative
12922,"Nothing like alighting from @Eurostar that just managed to speed all the way from Brussels>London in punctual fashion, only to find local @TLRailUK commuter train is delayed by up to an hour due to our old, catch-all friend “earlier signal problems”. Perfect political microcosm.",negative
7277,"@TLRailUK Thank you for the information. Having googled a bit further I can see that this further, possibly indefinite (?) delay was announced a couple of months ago but I missed it. This is really disappointing as we need affordable low-carbon transport options. https://t.co/eZCyd87dPL",neutral
4453,@TLRailUK - train 3 this week and of course late. Today it is following other late trains in the TL way of trying to avoid delay repay on one service but making three others late - I just wish you would resign this contract - money grabbing scum,negative
1713,0927 Thameslink train to Horsham: On time - plat 1 0956 Thameslink train to Horsham: On time - plat 1 0934 Thameslink train to Peterborough: expected 1003 - plat 2 1004 Thameslink train to Peterborough: Delayed - plat 2 1026 Thameslink train to Horsham: On time - plat 1,neutral
11326,@scullyp @SouthernRailUK @TLRailUK The 7.56 from Sutton to London Bridge was delayed on average about twice a week since last summer. Sometimes only by 5 or so but still very frustrating.,negative
8682,@TLRailUK hi there. Do you have any info on why the 8:55 Wimbledon to Sutton is delayed? Many thanks.,neutral
7069,@TLRailUK Really not good that the driver did not respond to the alarm until significantly after it was pressed. Then he announced that he would inspect at the next station. He could have called ahead for vital life saving medical attention. Will be raising a formal inquiry.,negative
13864,The 0642 @Se_Railway Gravesend to London Charing X is delayed every morning by the 0639 @TLRailUK to Luton; cant you two sort it out?,negative
15589,@TLRailUK Can you please ensure this feedback gets passed on. It’s insane you ran the service last week during half term - now we need every seat we can get - it’s removed without any notice. Thank you,negative
10821,"@ivorgaber @brighton_line @SouthernRailUK @TLRailUK @GatwickExpress Also, something I didn't mention is that if you change at Preston Park (London Road), you can change there and wait a short while for another bus to Brighton. So no direct bus juts means changing, whereas the train you do not need to change.",neutral
591,#TRAVEL: Delays of up to 30 minutes on Southern and Thameslink services between East Croydon and Gatwick due a signalling problem- trains are currently not stopping at Redhill. Tickets are being accepted on local buses. Tune into @JoeExler on drive for further updates.,negative
4452,@TLRailUK - train 2 today - Oxted to St Pancras delayed am and return journey already 8 minutes late at Croydon - Staggering that all trains I get are late - the consistent shite service from you is amazing - please please resign,negative
16494,"Govia Thameslink fined £1m over passenger killed leaning out of window Simon Brown, 24, was killed on Gatwick Express train when his head hit a signal gantry https://t.co/gW1bhsaUYH",neutral
15344,"@LNRailway @cmcgp I can’t understand how the service has gone so bad, why have the old trains from Thameslink been introduced when London Midland left us with nice trains with air con etc. Now most of my trains are old & dirty.",negative
9988,@TLRailUK yet another morning sat waiting outside St Pancras with the driver not able to tell us why we are Due in @ 7.50 now late. How can you be on time and then made late poor planning or scheduling,neutral
4139,@ShaughnW92 Nope- ex-FCC/Thameslink 319 (both mk3-based and with the same seats and moquette ),neutral
4688,"@TLRailUK : how about if you put detailed instructions, with images and screenshots on your website somewhere? It would save, in an average day about 100 hours of queuing time at #StAlbans Station alone. Is that too much to ask?",negative
7431,@TLRailUK Thanks. Tbh I’m more annoyed that your app didn’t show the changes but just showed a nice big empty screen. Brighton to London showed trains. Other way showed nothing. Something for your dev team to work on maybe,neutral
12505,"I think I’m finally getting the hang of this @TLRailUK on the 700’s if it’s got drop down tables,it’s got Wi-Fi 👍🏼of course I’ll happily stand corrected if that is complete bollocks 😂🤦🏼‍♂️",neutral
8591,@TLRailUK has today increased the amount of trains going between 7am and 8am from 2 to 4 and honestly the difference is immediately obvious. No people standing by Haywards heath - even still free seats. It's been a long year coming but credit where credit is due.,positive
3232,@HarberStephen @TLRailUK @networkrail Exactly Stephen. The very point I was trying to make. They need to remove the selective door opening at Bowes Park.,negative
260,#TLUpdates - Due to urgent repairs to the track between Huntingdon and Peterborough the line is blocked. Services will be subject to delay or cancellation between these stations. More information to follow.,neutral
15701,"@TLRailUK It actually just got worse 🤣 i was referring to a train at 19:07 which wasnt even mine, i was waiting for the 18:54 Orpington service from Elstree & Borehamwood, was delayed until 19:00 then randomly cancelled, no announcement!",negative
5508,@TLRailUK Bedford services. Nothing was moving north as the platform has been blocked by a train with no driver. Finally on a late Bedford train but now we are waiting for a driver...,negative
3335,"@JonW_67 @TLRailUK I resisted tweeting the follow up ""we are going very fast and it's very dark outside"" but I didn't want to actually worry them. Currently stuck at arlesey now with a broken door by the sounds of it. Driver trying to pull away but train resisting. Happy days",negative
13033,Please to announce our Sponsor Govia Thameslink Railway (GTR) as title sponsor of the RFFL https://t.co/kncgonWueQ,neutral
16581,If I’m ever as weak💪 as the hair dryer 🤧 in the Thameslink Train Bathroom 🤢 Put me out of my Missouri 😵,negative
12011,"Due to a trespass incident in the #Otford area, Southeastern and Thameslink services through this station may be delayed or revised whilst this is investigated. More details to follow.",negative
5357,"@TLRailUK Also I looked at the info board, in the rear and it does not say this, just scrolls through information: where the toilets are located, next stop... Didn't see anything about first class only being in the front, but rear being declassified.",neutral
6124,@TLRailUK I am talking about the delayed 18:51 from Farringdon which you chose to skip St Albans. Hence it was empty. 5 mins later the delayed 19:16 arrives and is very very overcrowded. Where is the sense in this?,negative
5814,"@TLRailUK Great, I think it will be later than that... so no announcements and a severely delayed train. Great stuff...",negative
5073,@TLRailUK @TLRailUK would y'all suggest taking alternate routes - from Elstree and Borehanwood - or to wait it out?,neutral
8964,"@TLRailUK left my blue and claret cashmere scarf on the delayed 1900 London Bridge to Horsham service, which was cancelled from Three Bridges. Is there any way of getting it?",negative
915,(Thameslink Update) 07:19 Sutton Surrey to St Albans City due 08:51 - 07:19 Sutton Surrey to St Albans City due 08:51 is being delayed at Loughborough Jn.,negative
9242,"@TLRailUK shambolic service from London Bridge to Gatwick- staff appear to be clueless as to what is happening, numerous trains cancelled at the last minute ( after long delays) - just been told that screens have been displaying the wrong information for the past hour !!!",negative
1036,(Thameslink Update) 10:07 St Albans City to Sutton Surrey due 11:44 - 10:07 St Albans City to Sutton Surrey due 11:44 is being delayed at St Albans City.,neutral
16550,"Hi @TLRailUK, for the 2nd time, I find that I get on the wrong train at St Pancras and end up in St Albans rather than Hitchin. The departure boards get out of sync with the trains. I can’t hear the announcement. Means I don’t get to see my nephew & niece tonight. Can you fix?",negative
5686,@TLRailUK Don’t know why but 700043 seems to be targeted twice internally in as many days by graffiti morons,neutral
11794,"Because of your delays, cancellations, passengers have to board on the only train to Moorgate at Finsbury Park like Can of Sardines, and you increase your tickets price regularly, for what?! @TLRailUK @GNRailUK",negative
9056,@TLRailUK not a single announcement at Flitwick about today's disruption. It's like you are channeling the customer service of a year ago.,negative
2698,@BeccaaaPrincess @TLRailExcuses 10 days is the standard turnaround time from the item being collected and it being logged. 12 days can be advised to allow for any delays in the process. The team at City Thameslink will not have any item available unless you have already been contacted. ^Alex,negative
3860,"@RachelMoll @TLRailUK Ah, you are forgetting, you were a *passenger* and therefore not worthy of a seat, punctuality, respect or any other vestige of service from the worst train Co in UK. But good job and thanks from me and the rest of society.",negative
13824,Thanks @TLRailUK all of the toilets on this train are locked out of use. Not good! 1930 LBG to Brighton car 404103.,negative
6033,"@TLRailUK Hi. I know you’re massively busy but I was stuck waiting for well over an hour on a crowded platform trying to get to Brighton from LBG. Booked into hotel, can I try and claim the cost back? Anxiety and panic attack from over crowding, I couldn’t wait any longer. Thanks",negative
1069,(Thameslink Update) 11:28 Rainham Kt to Luton due 14:01 - 11:28 Rainham Kt to Luton due 14:01 has been delayed at Kentish Town and is now 13 minutes late.,negative
8448,@TLRailUK currently stop in St Albans with no train going to London. What is happening? Is it going to be a long delay or not?,neutral
1519,.@TLRailUK really not good when I am trying to get some where and the train brakes down! Wish we could count on you!! 😩,neutral
10053,@TLRailUK your train service is a joke! Kicked off at Luton on the 16.56 StP to Flitwick then told to go to Platform 5. Get there your staff don’t know what’s going on tell everyone to wait on Platform 5 then a train turns up at Platform 3. Honestly you’re an embarrassment!,negative
7528,@TLRailUK The driver could at least announce that!,negative
15216,#TLUpdates - 👷‍♀️👷 Engineers are on site to rectify this points failure. We recommend that you check journey planners and customer information screens for up to date service information. Thank you for your patience during this time. ℹ️👇 https://t.co/iYMraBkjSy,neutral
16412,"Driver has now said there’s a fire next to the track between City & Farringdon, but we should be on move in 10-15 minutes. Station announcer saying the fire was earlier today. #Thameslink",negative
11986,Don't bother travelling on Thameslink trains today. Severe delays!,negative
15293,@Esther_Leighton @HereBeSin @HannahPopsy @LNER @northernassist I used to rely on the door sensors which on an Electrostar tried to shut 3 times then sticks open. Thameslink 700 definitely don’t!,neutral
8339,@TLRailUK can you advise why the 17:54 train to Horsham from London Blackfriars is delayed as no reasons being given as to why?,negative
12103,Following a train hitting an obstruction on the line between #Stevenage and #WelwynGardenCity all lines have now reopened. Services running through these stations may be cancelled or delayed. Mutual ticket acceptance is in place between Great Northern and Thameslink.,neutral
160,#TLUpdates - Cambridge to Brighton and Horsham to Peterborough services are being affected by this and as a result cancellations and delays are to be expected on some services travelling towards Horsham and Brighton. 🎫 Additional ticket acceptance has been arranged below 👇 https://t.co/hX2rghzJKn,negative
11287,"@russbull16 @bull_yasmin Catch a Victoria service to Rochester. There's @TLRailUK services running from Rochester to Gravesend, however, these will be delayed going through the signal problem at Strood ^RK",negative
15577,@TLRailUK All well and good for the driver to hit the chime for announcements on train; would be better if he also had the microphone on so we can then hear what he’s meant to announce... 🧐,negative
6541,@TLRailUK It was the 657 into London from sac. Clearky no one wants to share seats (nor should we). Perhaps the officers weren’t there to stop us sitting in 1st. But I didn’t have the energy to find out before a long day in work.,neutral
13774,Thameslink update: Hammersmith and City Line: Minor delays between Edgware Road and Hammersmith due to a faulty train. GOOD SERVIVCE on the rest of the line.,neutral
6820,@TLRailUK No announcements or information at Blackfriars station or on the train regarding the fast running of the late 09:06 service to Sutton. Lots of passengers massively displaced wanting to depart the train,negative
12461,"I found the low density 2+2 seating on Southeastern's Class 375/3/6/7/8 Electrostar fleet was very comfortable when I use to go on train as compared to the seats to the more modern trains, such as those operated by Thameslink https://t.co/eWgKq5ITnz",neutral
3775,@PJJAFC @networkrail @afashionedmind @TLRailUK They will if you are prepared to wait - Not ideal. Driver was probably beeing helpful to ensure you get home. I would consider getting a receipt if you do get a taxi - Send a complaint to @TLRailUK Customer Relations who can take a look at possibly reimbursing you.,neutral
12434,"I am begging you @transportgovuk please remove the @GNRailUK @TLRailUK contract. I literally cannot remember a day since May 18 where I have got to work and home on time, often being forced to wait on a cramped train for a relief driver at FP and pay 4k for the privilege.",negative
12015,"Due to overrunning engineering works, Southeastern and Thameslink services through #DenmarkHill may be delayed, cancelled or revised. Thameslink customers may use their tickets on the services listed below as they are unable to call at a number of stations. https://t.co/lg5bX5Hl6P",negative
13409,TRAVEL: Incident at #NorwoodJunction: 30 min delays/cancellations SouthernRailUK between #LondonBridge & #EastCroydon / TLRailUK not stopping at N/Jct plus 30 min delays/cancellations between E/Croydon & #Blackfriars / No service LDNOverground between #Sydenham & #WestCroydon,negative
16008,"@TLRailUK morning, 0735 ARL to STP carriage 402111 has a LOT of coffee spilt on the floor, it’s at the toilet end of the carriage, hope the clean up crews can manage it 😬",negative
5635,@TLRailUK Dear TL team I'm very concerned about the strength of soap solution in your train toilets; it's barely able to produce a lather. I've long thought this but now it's become a vital health matter; please will you review urgently?,negative
4258,@SouthernRailUK @TLRailUK you are runining my day with your pesky delays,negative
3773,"@PAloysiusM @TLRailUK Hi Paul, really sorry to hear that you've been disrupted on our services, please ensure that you claim delay repay for any journeys that are delayed by 15 minutes or more due to this > https://t.co/F6fYRTAH3C ^Hannah",neutral
16523,"Hey @TLRailUK , @TfL , rail companies up and down the country - with Covid infections rising again why not have train doors open and close automatically? Surely this would help a lot preventing spread of the virus? I can’t believe this isn’t already policy @UkRailadvisor",neutral
4750,@TLRailUK @FCCMagnet Not sure-the previous tweet seems to have disappeared. The 6.13 service from East Grinstead (my service) was disgusting. Stank of alcohol (carriage 6 in particular) and was full of rubbish. Not acceptable service.,negative
4534,"@TLRailUK 1745 Just departed STP on the delayed service to Bedford. Driver made some announcement, but it was incomprehensible - could you train them to speak into the microphone or not bother?",negative
1299,(Thameslink Update) 18:07 Bedford to Gatwick Airport due 20:09 - 18:07 Bedford to Gatwick Airport due 20:09 is being delayed at Luton.,neutral
246,"#TLUpdates - Due to the tree blocking railway we are currently unable to offer certain services. Cancellations, delays and alterations to journeys are expected. Ticket acceptance is in place for London Overground/Underground & Southern Services. ℹ️👇 https://t.co/iYMraBkjSy",neutral
8018,@TLRailUK Yes...it would be a bit of an odd thing to make up. A passenger has been taken ill at deptford and the train is waiting for an ambulance. No offence but are there not station staff at deptford that can take care of this so that we can move?,negative
4475,"@TLRailUK 06:17 am train delayed at mill hill broadway,",neutral
535,"#TLUpdates - You will need to use an alternative route to reach these stations. You can change at Gatwick Airport for a return service towards Redhill, although some knock-on delays and service changes will still affect trains in this direction.",neutral
1357,(Thameslink Update) 19:21 Bedford to St Pancras International due 20:23 - 19:21 Bedford to St Pancras International due 20:23 is being delayed at Luton.,negative
8421,@TLRailUK communication at London Bridge platform 5 is atrocious tonight. Soon as there is a problem it all fails. All other platform announcements are way too loud and very little is being announced on platform 5.,negative
13285,"Spoke to a bus driver, they’re waiting to see if the 02:19 @TLRailUK is cancelled then they will be a replacement bus. Ok let’s all wait an hour and ignore the actual train times, lovely!",negative
808,(Thameslink Update)  20:13 St Pancras International to Luton due 21:00 - 20:13 St Pancras International to Luton due 21:00 has been delayed at St Pancras International and is now 23 minutes late.,neutral
2233,1852 Thameslink train to Brighton: Delayed - plat 2 1903 Thameslink train to London Kings Cross: Delayed - plat 2 1858 Great Northern train to Moorgate: expected 1904 - plat 1 1904 Great Northern train to Watton-at-Stone: On time - plat 8,negative
1130,(Thameslink Update) 13:58 Rainham Kt to Luton due 16:36 - 13:58 Rainham Kt to Luton due 16:36 is being delayed at Gravesend.,negative
11575,A pristine one bedroom 1st floor flat available to #rent from the end of March. Ideally located close to local shops and Thameslink station. Furnished. Call us today to book your viewing 020 8455 1014 https://t.co/DOSPXYxtyU #estateagent #PropertySearch #ToLet https://t.co/NHV9E8wvPM,neutral
2281,1941 Thameslink train to Peterborough: Delayed - plat 1 1948 Thameslink train to Horsham: Cancelled 1958 Great Northern train to Peterborough: expected 2001 - plat 1 2004 Great Northern train to Kings Cross: On time - plat 4 2011 Thameslink train to Peterborough: Cancelled,neutral
2059,1630 LNER train to Edinburgh: Delayed 1633 LNER train to Leeds: Cancelled 1636 Thameslink train to Welwyn Garden City: On time 1639 Great Northern train to Kings Lynn and Ely: On time - plat 2 1642 Great Northern train to Peterborough: Cancelled,neutral
7991,"@TLRailUK Yes but this happens all the time, you have announcements all the time telling people not to run and you keep doing this someone with luggage has no chance to make it",neutral
6769,@TLRailUK More delayed or cancelled trains from Elstree to London. This happens most days now. Many thanks Thameslate for your infrequent and unreliable service from Elstree!,negative
3559,@Mikejamescox @TLRailUK Don't lie it's not a fault on train. No train due to no drivers so huge delays getting to Rainham to turn around. You already advertised thia,negative
6120,"@TLRailUK I am planning getting the 4.50am train from Beckenham Hill to Luton aiport, is there any update for this ? I don't want to get stuck on a delayed train I am going to Baku for the football this morning ?",negative
15411,@Scouting4Gold @JamesManuell @WalkerMarcus @HCH_Hill @MRJKilcoyne twitter.com/GarethDennis/s… cost is the major factor. Worst seats I've experienced are on thameslink and the new intercity for gwr. Both I believe specified by the dft.,negative
64,#Crossrail construction activity at #Farringdon now in its final stages with the station in an advanced state of completion. The full height hoarding separating the Thameslink ticket hall from the @Elizabethline has been reduced in height to enable ceiling works to be completed. https://t.co/8ckz671ISh,neutral
16834,"Why is it that people with no disabilities sit in priority seats when there are loads of other empty seats? These should be the last seats to fill, not the first. It’s time people were educated @Se_Railway @TLRailUK @greateranglia @AbellioRailBus @LondonDLR @TfL",negative
4354,@SteveWhiteRail @TLRailUK Can I kindly request you stop using the word Reduced on posters & announcement! It not useful what does that even mean? Why can't the times etc be posted,negative
1486,".@TLRailUK @GNRailUK it’s never been more important to run your trains on time. Making sure driver swaps happen. Platform of key workers left at Stevenage after train to London cancelled. Won’t be able to make shifts on time, delaying other nurses from going home. #sortitout",negative
11494,"@trainmad25 @TLRailUK Hi Simon, trains from Rochester to Victoria are delayed by the heavy flooding still, but there is a service expected to arrive at Rochester at 10:40. ^BS",neutral
12042,Evening @TLRailUK FYI Unit 700029 Vehicle 402029 the toilet sink is blocked and the floor resembles a swimming pool.,negative
3935,@RosiePosieBTN Can’t wait for the 72p @TLRailUK are going to reimburse me on delay repay.,neutral
7323,@TLRailUK Thanks - id hope it would be shared given how late it was announced,neutral
4303,@SouthernRailUK what you like - train gets cancelled while I'm waiting for 21.29 Peterborough at Redhill (yes Thameslink) but tanoy says a message due to fire trackside in St Albans services delayed or cancelled etc tickets accepted on Metrobus etc. So I go for this but not so!,negative
15579,@TLRailUK And we can’t even get off the train as another selfish idiot is blocking it with this giant bike. It’s bad enough I pay £390 a month to not even get a seat but to not even have standing room because of these idiots! https://t.co/MjTtqISZgR,negative
4294,@SouthernRailUK You won't be seeing me on your trains anytime soon. Neither will I be on Thameslink. I'm staying home and keeping safe. Everything can wait as I do not want coronavirus. Stay safe!!!!,neutral
789,(Thameslink Update)  17:37 St Albans City to Sutton Surrey due 19:14 - 17:37 St Albans City to Sutton Surrey due 19:14 has been delayed between City Thameslink and London Blackfriars and is now 14 minutes late.,neutral
7573,@TLRailUK The train is here but we are just sat at the station. Not quite sure what we are waiting for.,negative
7298,"@TLRailUK Thank you, had my phone plugged in to charge from Luton to Bedford and got to Bedford to realise no power.",neutral
