,text,topic
15929,@TLRailUK can you explain why the 1822 from Luton Parkway didn’t stop even though the boards and app said it was! No announcement from staff either!,none
8351,@TLRailUK can you explain why the 23:14 from West Hampstead Thameslink left the platform at 23:12??? With doors closing at 23:11 😤,delays
8352,@TLRailUK can you explain why the continuous delayed train from Sevenoaks suddenly became on time and ended up past my Station - Beckenham Hill 18:30.,delays
8353,@TLRailUK can you explain why the delayed 21:16 Farringdon to Bedford showed that the planned stop at Flitwick had been cancelled but now on the app has it stopping there? Loads of people didn’t get that train due to the information saying it wouldn’t stop,delays
8354,"@TLRailUK can you explain why you cancelled the 19.00 LBG to Horsham train, left the 19.05 connecting train showing and then cancelled at 19.02 with a messsge saying it was at Luton Airport Parkway?! I could’ve taken another route, but will now be delayed at least 35 mins",delays
8355,@TLRailUK can you explicitly confirm trains to Bedford are running from st pancras. Announcer at London Bridge is saying to go there to catch service,station
8356,@TLRailUK can you get the driver on the 17:47 from Blackfriars northbound to speak up? He keeps cutting out on the important bit of the announcement,service
8357,@TLRailUK can you give us a rough idea how long the delay will be please? I’m currently between Deptford and London Bridge.,delays
8358,@TLRailUK can you have the correct information on the screen 00:52 shows as being delayed and there’s no update. It’s just ridiculous,delays
8359,@TLRailUK can you help please? Delayed 1806 ctk to btn shown as stopping at BAB on the National Rail app but not on the train info screens. Which is correct? Much as I like Haywards Heath I don't fancy ending up there tonight.,service
8360,@TLRailUK can you keep us updated on the 7:11l1 Faygate to City Thameslink already delayed by 8 mins?,delays
8361,@TLRailUK can you make an announcement on the train to take your filthy feet off the seats !!! https://t.co/xFmrwA8sy1,none
8362,@TLRailUK can you maybe have all your doors open automatically not just in London? If the virus can live on surfaces for hours I’m not sure it’s a good idea for people to be touching the door constantly (I can’t believe I’ve only just thought of this ),doors
8363,"@TLRailUK can you please advise why the 13:48 from London bridge is terminating at Gillingham instead of rainham. There has been no announcement on the train, only knew from looking at the screen.",service
8364,@TLRailUK can you please ask the driver of the 17.01 farringdon to bedford to put the air con on please it's like a sauna,air conditioning
8365,@TLRailUK can you please communicate with passengers regarding trains at blackfriars? Should we get off and find alternative routes or wait?,delays
8366,@TLRailUK can you please confirm if there are actually any trains from littlehaven running towards London Bridge. A signalling issue is not good enough excuse to delay/cancel all trains running along an entire line. The 6:08 is still showing as delayed???????,delays
8367,@TLRailUK can you please ensure the OBS checks 1st class on 1733 LBG Eastbourne service. I’m so sick of paying for first and not getting a seat because no one ever checks 1st class before ECR. Thanks.,none
8368,@TLRailUK can you please explain why the 14:56 Peterborough train from Earlswood Surrey failed to stop at the station with zero warning? Platform announcements said it would be stopping?,service
8369,@TLRailUK can you please explain why we have been standing still on a train outside Radlett for 30 mins now and not one announcement has been made by the driver to tell us what is going one #communicationiskey,delays
8370,@TLRailUK can you please explain why we have been standing still on a train outside Radlett for 30 mins now and not one announcement has been made by the driver to tell us what is going one #communicationiskey,service
8371,@TLRailUK can you please inform the driver that is at @StPancrasInt going to #Bedford to stop making announcements and stop apologising. Just drive the train. Geeza you have ONE job. We know it's all stops and we know it's broken.,none
8372,@TLRailUK can you please let me know why every single train at London Bridge is delayed???,delays
8374,@TLRailUK can you please turn the heating down on the 0720 HUN to KGX? First carriage. It’s boiling. Starting to feel unwell.,hvac
8375,@TLRailUK can you please update as to what is happening with the Cambridge to London line? Lots of us waiting on platform at Letchworth and just being told there are delays and no other info. 🤷‍♀️,delays
8376,"@TLRailUK can you sing us a song whilst we wait outside Harpenden, it will make everybody happy",delays
8377,"@TLRailUK can you stop being so bad and high priced? your trains get delayed and cancelled almost everyday, and it is wasting my time massively and on top of that the bad service STILL comes with a HIGH price.. absolutely disgusted appalled and disappointed.",delays
15930,@TLRailUK can you switch the heating on on your trains please. So cold in here I’m expecting a arctic fox to come walking through in a min.,hvac
8378,@TLRailUK can you tell me the quickest way to st pan with exact times? I am on the delayed 7:53 horley- vic train atm but need to get off to change either redhill or EC I assume?,delays
8379,"@TLRailUK can you tell me when you’ll be introducing the absolute basic of rail expectations: Tables, plug sockets, chair back tables, comfortable seats, armrests, more seats?",plugs
8380,"@TLRailUK can you tell me when you’ll be introducing the absolute basic of rail expectations: Tables, plug sockets, chair back tables, comfortable seats, armrests, more seats?",tables
8381,@TLRailUK can you tell me where the 18:54 Peterborough train from finsbury park is stopping because no announcements on the train. Last we were told is waiting for driver,service
8382,@TLRailUK can you tell the driver of the delayed 17:16 from st pancs that we can’t hear any of his announcements as we sit here at potters bar,service
8383,@TLRailUK can you tell the driver of the delayed 17:16 from st pancs that we can’t hear any of his announcements as we sit here at potters bar,delays
8384,@TLRailUK can you tell the driver on 9J08 to put the heating on. This service is like a fridge on wheels.,hvac
8385,@TLRailUK can you tell us why the 01:34 is delayed at st albans city with no announcements?,delays
15931,@TLRailUK can you tell your dosile driver to put the air con on before you have over heating corpses in here soon. Or let me guess sorry that’s not down to us “pass the blame again”,air conditioning
8386,@TLRailUK can you turn the air conditioning on for the 17:54 from City Thameslink to Orpington? #sweltering,air conditioning
8387,@TLRailUK can you turn the fkin air con off this train is baltic,air conditioning
8388,@TLRailUK can you turn the heating down on carriage 410060? 7:40 bickley to Luton train? It’s way too hot on here!,hvac
8389,"@TLRailUK can you update about what is going on at East Croydon, back log of trains waiting for platforms. Been stationary for a while now on the 08:00 from Earlswood. Thanks",delays
8390,"@TLRailUK can't hear announcements, carriage number 404148. thx",announcements
8391,@TLRailUK cancelled four stops on the train we were waiting for after the previous train left. If we'd known that train would have been an option. Now it isn't. Almost every time I get thameslink it has a problem.,delays
8392,"@TLRailUK cancelled services, delayed services. Not good enough.",delays
8393,"@TLRailUK cancelled trains, 30°, no air con, not talking about the ticket price. Thanks",air conditioning
8394,@TLRailUK cancelling stops on a train because YOU are running late is not good enough. The delayed 4.57 didn’t stop at St. Albans or Harpenden. I’m now going to be late but that doesn’t matter to you guys.,delays
8395,@TLRailUK cancelling trains like that was there New Years resolution. Really sick of these constant delays and cancellation with excuses coming from a random excuse generator.Really time for these franchises to be held accountable or change the way trains are run #thameslinkfail,delays
8396,@TLRailUK cannot hear announcements in carriage 404136,announcements
8397,@TLRailUK can’t hear today’s excuse for train misery on the delayed 16.51 from London Bridge to Bedford. The PA system isn’t working in carriage 8,announcements
8398,@TLRailUK care to explain the logic in kicking everyone off a train at luton because it was 13 minutes late only to have us wait 16 minutes for another train that is also 13 minutes late?,delays
8399,@TLRailUK care to explain why the 00:10 from London Blackfriars to Luton is showing as delayed? Despite there being a train sat on the platform that we’ve been told is not in service?,delays
8400,@TLRailUK carriage 401201 single seat by 1st class partition: mains socket hanging off seat = potential shock risk! https://t.co/2ov2KA7KR6,plugs
15932,@TLRailUK carriage 402118 on 9L83. Very noisy and uncomfortable ride ( toilet end) East Grinstead. Bound train 🔧 currently,noise
8401,@TLRailUK carriage 403153 has a seat with sick over it at rhe back of the carriage. It's the 1635 from lbghhe,vandalism
15088,@TLRailUK carriage 406022 door A2 broken break glass FYI. This was on the 18:19 from BFR-LTN. pic.twitter.com/WPBaXfp4aP,doors
8402,"@TLRailUK carriage 406105 train 7.22 from Finsbury Park to Brighton still no WiFi, every day!!!!",wifi
8403,@TLRailUK carriage 407036 toilet smells horrific and is stinking out the entire train. Please sort it.,toilets
8404,@TLRailUK carriage 411018 on the 8:10 Harpenden to Orpington the door is not working. You need to let it to another carriage to get on,doors
8405,"@TLRailUK carriage 411111 announcements cannot be heard. Starts normal, then fades to silent after a couple of seconds",announcements
8406,@TLRailUK carriage I.D 402111 a delightful creature has vomited in the seat and it's sitting there pulsating like a baby alien.,vandalism
8407,"@TLRailUK carriage no 407049 So many cancellations this morning from Bdm to Hen And to add insult to injury, the trains I've managed to get the wifi is broken So I can't acceas the internet for travel information. So very poor. Why is the wifi broken on so many of your trains",wifi
8408,@TLRailUK caught the 20.23 at St Pancras to Bedford. Train and platform both showed stopping at Flitwick. Get to Luton 20.57 train boards still saying Flitwick then tannoy announces fast to Bedford. Shocking service again for Flitwick commenters.,service
8409,"@TLRailUK cheers for the non notification of change of platform for the 23.07 from finsbury to Horsham, luckily I had my wits about me, but would be grateful in future if announced",station
8410,@TLRailUK chucked off a cancelled train at St Albans and now sat stationary at Cricklewood with no indication of when we might leave. Nonchalant announcements with little sincerity or apology. Terrible service today.,delays
8411,@TLRailUK classic work. Delayed and cancelled trains from st Pancras. Door men clueless. Refunds would be nice.,delays
15933,@TLRailUK coach 401147 appears to have air con on full blast. Please switch it off 🙈🥶🥶,air conditioning
8413,@TLRailUK coach 402136. Some very strange noises coming from underneath the train. Clunks and rattles...kinda concerning.,noise
8414,@TLRailUK coach 405133 has no air con and is blowing hot air,air conditioning
8415,@TLRailUK coach 411043 has a smashed emergency door handle (700043) https://t.co/7Vp6LOIrOs,vandalism
8416,@TLRailUK coffee spilled on seat and floor in rear declassified first class (700126) - can you get cleaners ready to clean it at Bedford upon its arrival at 1943 on platform 1 (9T94),vandalism
8417,"@TLRailUK come on man, heating on in 18.02 to Bedford!!! 😞",hvac
8418,@TLRailUK come on people taking up more than their own seat when there are clearly people standing and requiring seats be more attentive to others please a little kindness goes a long way.,none
8419,@TLRailUK coming up with a range of excuses this morning for yer another delayed train to Blackfriars: driver taken ill and now another train in front of it. Looking forward ro a hassle-free journey once I'm on board.,delays
8420,@TLRailUK common sense says holding people the terminating Luton train outside so that a Bedford one cam go past isn't right as over half the train were waiting to change onto the Bedford one. Just comms with poor drivers would do,delays
8421,@TLRailUK communication at London Bridge platform 5 is atrocious tonight. Soon as there is a problem it all fails. All other platform announcements are way too loud and very little is being announced on platform 5.,station
8422,@TLRailUK confused as to why the Gatwick train majorly delayed is the lowest & stopping at every stop 🛑. Surely that should be the Brighton.,delays
8423,@TLRailUK could you PLEASE when every single train is delayed or cancelled stop the incessant announcements over the loudspeaker about every single train being delayed or cancelled.,delays
8424,@TLRailUK could you confirm why you are skipping 3 stations from Gatwick on the already delayed 22:04. The driver has given very little time to allow passengers off the train and now people are questioning why the train isn’t stopping. Extremely poor service. P,delays
8425,@TLRailUK could you explain why the 20:19 from City Thameslink To Sutton was announced it would terminate at London Blackfrairs 2 minutes before it arrived?,station
15935,@TLRailUK could you not have announced the delay to the 07:41 PRP - Cambridge 2 minutes earlier so we could have taken the Bedford service?!? 😡,station
15934,@TLRailUK could you not have announced the delay to the 07:41 PRP - Cambridge 2 minutes earlier so we could have taken the Bedford service?!? 😡,delays
8426,"@TLRailUK could you please confirm the first super off-peak from CTK to LUT? On the app it looks like it’s the 18:51, one member of station staff told me it’s the 18:59, another that I have to wait until after 7pm. Who is correct, please?!",delays
8427,@TLRailUK could you please consider stopping the 1751 kgx to Cambridge north at Hertford north? For residents of Hatfield and Welwyn areas it could be helpful - and won’t delay other services really as everything is so slow anyway,delays
8428,@TLRailUK could you please explain to me why the 7:30 service from Burgess Hill to Brighton didn’t stop at Hassocks? There were no announcements on the platform. This is used by daughter to get to school.,station
8429,@TLRailUK could you please let me know why the 6:03 southern service from #LondonBridge to Bognor Regis is consistently delayed by 10 mins -15 mins every day? If you are going to advertise times of a train why not change them to meet client expectations?,delays
8430,@TLRailUK could you please provide some information on the 7:54 from Earlswood this morning. Board says delayed and app says the train hasn't left Gatwick but no explanation as to why. Third time in a well I'll be late for work thanks to your terrible service!,delays
8431,"@TLRailUK could you please turn the WiFi on the 0804 HRH to BFD, please?",wifi
8432,@TLRailUK could you tell your drivers to turn on the air conditioning on your trains? It’s going to be 20 degrees today and the train is already boiling.,air conditioning
8433,"@TLRailUK couldn't organise a cup of coffee. bet if someone asked you for a flat white, you'd bring a black coffee. delay delay delay and it's Friday. HOPELESS!",delays
8434,@TLRailUK couldn’t get on the 8.04 from NSG to FPK as it was too busy now have to wait 20 mins for the next train. This timetable is so silly it just doesn’t make any sense! Sort it out!,delays
8435,@TLRailUK crawling along on the 08:16 GTW-BFR service. Not one announcement onboard to advise reason for stop/start and now 10 mins behind schedule. Communication is key.,service
8436,@TLRailUK currently been stuck since 16.30 at LB trying to get to Bedford. All notice boards just say listen to announcements. Proposed ticket acceptance won't work as EMR don't stop at Bedford. How can I get home?,delays
8437,@TLRailUK currently no facilities to buy rail tickets at northern entrance to city thameslink - window unmanned and machine broken. Is this acceptable service?,train_general
8438,@TLRailUK currently on 1340 WWA to RAI. Plug socket hanging out of seat on carriage 401021. It is fwd facing 1st class. First set of seats on left as you enter 1st class compartment.,plugs
8440,"@TLRailUK currently on 8.25 from E. Croydon to Bedford- meant to be going fast to Blackfriars but we have so far been going at an absolute snails pace with driver making no announcement. If you're going to disrupt people's journey to work, at least communicate properly with them!",service
8439,"@TLRailUK currently on 8.25 from E. Croydon to Bedford- meant to be going fast to Blackfriars but we have so far been going at an absolute snails pace with driver making no announcement. If you're going to disrupt people's journey to work, at least communicate properly with them!",delays
8441,"@TLRailUK currently on board your 15:35 to Brighton from Blackfriars. ABSOLUTLY APPALLED at several passengers with NO MASKS, COUGHING. I mean why are you not enforcing face coverings, this is ludicrous!",covid
8442,@TLRailUK currently on southbound train delayed at Kentish Town. No information as per usual. Could you please ask Driver to release doors so people can get out and get the Tube instead? Or maybe give us an estimation on how long we’re going to be stuck here?,delays
8443,"@TLRailUK currently on the Rainham train that’s apparently been diverted and going straight to dartford. No information on the electronic information board on the train. I’m deaf, so announcements are not good enough.",announcements
15936,"@TLRailUK currently on the late running 15:36 St Pancras to Bedford service, platform screen at St Pancras at last possible minute say not stopping north of Luton Parkway but 700129 the train in question thinks it’s stopping as booked - can you confirm will we stop at Luton???",service
15937,"@TLRailUK currently on your train to Bedford that is apparently not stopping despite all signs and tannoy announcing stops at St Albans, Harpenden, Luton. Nice touch stopping and doors not opening! You’ve trapped us all in on a magical journey to Bedford!",service
8444,"@TLRailUK currently on your train to Bedford that is apparently not stopping despite all signs and tannoy announcing stops at St Albans, Harpenden, Luton. Nice touch stopping and doors not opening! You’ve trapped us all in on a magical journey to Bedford!",announcements
8445,"@TLRailUK currently on your train to Bedford that is apparently not stopping despite all signs and tannoy announcing stops at St Albans, Harpenden, Luton. Nice touch stopping and doors not opening! You’ve trapped us all in on a magical journey to Bedford!",doors
8446,@TLRailUK currently sat on the 1014 from littlehampton why has it not left the station when it is already delayed? Likely to be late for my appt in London! Thanks #poorservice,delays
8447,@TLRailUK currently sitting on the 7.46 (411060) to Rainham....its still at the station and has disappeared off the app timetable. Is this train going to magic into the 8.02 to Orpington? Does any staff think that its worth doing an announcement to advise us whats happening??,delays
8448,@TLRailUK currently stop in St Albans with no train going to London. What is happening? Is it going to be a long delay or not?,delays
8449,@TLRailUK currently stuck on a malfunctioning train at South Croydon. Please ask driver to release doors so we can get out and use other services from this station.,train_general
8450,@TLRailUK currently stuck on a malfunctioning train at South Croydon. Please ask driver to release doors so we can get out and use other services from this station.,service
8451,@TLRailUK currently waiting 20 mins at ECR for a train to LBG. If you can’t have a direct service to LBG from EGR can you at least make sure the wait at ECR isn’t so long. This will be every day now am and pm. It’s horrible.,delays
8452,@TLRailUK currently waiting on the 17:24 to baldock to kings cross with apparent issues at Royston. Is this the only train that is going to be affected by this? Or should I get another train heading to my destination. Information would be helpful right now.,delays
8453,@TLRailUK cutting costs tonight by not heating the train 🥶🥶🥶,hvac
8454,@TLRailUK day after day. Week after week. Freezing cold train. Constant report #412013 whole train no heat. No internal doors and driver leaves doors open longer than needs to. Gee thanks,hvac
8455,@TLRailUK delay repay claim rejected because you say my ticket is not valid - you infuriate me. I would choose another provider if i has a choice,delays
8456,"@TLRailUK delayed again, you suck",delays
8457,@TLRailUK delayed and backed backed up again. Announcement says safely inspection. Sign says tunnel closed. This is week in and week out when I use this service. Avoid the whole disaster if possible.,delays
8458,@TLRailUK delayed and backed backed up again. Announcement says safely inspection. Sign says tunnel closed. This is week in and week out when I use this service. Avoid the whole disaster if possible.,service
8459,"@TLRailUK delayed bus at Bedford to Luton, first bus full, 2nd bus isn't here yet. Will u delay the 1246 luton to St Pancras until both buses have arrived?",delays
8460,@TLRailUK delayed but a 90 minute wait with an hour wait at bedford when I get there?,delays
8461,"@TLRailUK delayed by an hour and half due to cancellations from @StPancrasInt to get home to Royston, Herts after a long day travelling from St Ives, Cornwall. On a plus note your staff were very helpful.",delays
8462,"@TLRailUK delayed train from Brighton and from London, stopping everywhere. Why are you so shit?",delays
8463,@TLRailUK delayed trains are bad enough but so is having no heating on - on the delayed 8.43 from flitwick to gatwick ❄❄❄❄❄❄❄,hvac
8464,"@TLRailUK delays for the last 10 days straight. Excuses I’ve heard... “Can’t locate the driver, shortage of trains, late leaving the depot, too hot because the tracks might buckle”. And you give me a poxy 90p refund. Absolute joke",delays
8465,@TLRailUK delays from WGC due to congestion? Is anyone monitoring these regular delays? Will new timetable correct things?,delays
8466,"@TLRailUK delays long delays from London to Bedford, due to more people leaving apparently! Nothing on website but be prepared for a long long night ahead... #trainsnotrunning just taken 42 mins for one stop no announcements, thanks!",delays
8467,@TLRailUK delays of 30 mins at Radlett... when is the next train? Thanks!,delays
8468,@TLRailUK delays on TL between Three Bridges (06:41) and London Bridge. Have yet to see the morning services run on time since the December timetable was introduced. It’s every single day and nothing is being done about it.,delays
8469,@TLRailUK delays over the last 3 working days from you & network rail - what does tomorrow have installed for us ?,delays
8470,@TLRailUK delays/cancellations to Brighton from London - is there ticket acceptance with @SouthernRailUK ?,delays
15938,@TLRailUK depressing delay from Btn again miss booked connection will cost me £124 to sit in a worse seat. Where was the 5.38 from Btn btw?,delays
8471,@TLRailUK did the driver of the 0847 deliberately not let passengers off so they missed the train going north on platform 2 which arrived and departed before the doors on the 0847 opened?,service
8472,"@TLRailUK did you even consider passenger comfort for your Brighton to Cambridge route? The seats are incredibly uncomfortable, it is a battle to endure the 2.5 hour journey. Won't be riding again soon.",seats
8473,@TLRailUK did you just leave a platform of people at #Flitwick and run two trains straight through? Yes yes you did- any reason we get couldn’t of been picked up instead of delayed by 45 minutes?,delays
8474,"@TLRailUK different excuse at Gatwick every time but ""we don't know where the train is"" is the best yet. One day won't be 2 hour delay",delays
8475,@TLRailUK dirty tables and floor in this coach. Thanks https://t.co/r8ZFa0fIw1,floor
8476,@TLRailUK dirty tables and floor in this coach. Thanks https://t.co/r8ZFa0fIw1,tables
8478,"@TLRailUK disgraceful service on your train from Brighton this evening. Absolutely heaving, no staff anywhere, and less than 30% of people wearing masks. I moved seats three times and have now got off early miles away from home because of it. Is it just business as usual for you?",covid
8477,"@TLRailUK disgraceful service on your train from Brighton this evening. Absolutely heaving, no staff anywhere, and less than 30% of people wearing masks. I moved seats three times and have now got off early miles away from home because of it. Is it just business as usual for you?",train_general
8479,@TLRailUK disgusting service at Luton station 09.13 service to Brighton platform alteration announced as Train is pulling into station causing many people to miss the train absolutely abismal so angry,service
8480,@TLRailUK disgusting that 407134 still has dried sick in toilet 🤢,toilets
8481,@TLRailUK do none of your trains have Wi-Fi anymore? all the trains I have been on recently do not seem to have it. #thameslink,wifi
8482,"@TLRailUK do we get auto delay repay due to the disruption yesterday resulting in having to get alternative train to a town 8 miles away, arrange collection and arrive home 2.5 hours later than planned?",delays
8483,@TLRailUK do we know if the overnight trains from Bedford to St Albans will be affected by the flood delays? Needing a train around 3am but most of today has seen delays and cancellations,delays
8484,@TLRailUK do we know why trains are delayed today?,delays
8485,@TLRailUK do we not think opening doors automatically at every stop would be helpful right now?,service
8486,"@TLRailUK do you actually bother to switch on the WiFi on your trains, or just put the stickers in the windows?",wifi
15939,@TLRailUK do you ever clean your trains? There’s enough dust and dirt here to knit some jackets for winter 🤭🤢🤢🤢,vandalism
8487,@TLRailUK do you get many complaints as to how uncomfortable these seats are? Just asking for a friend. https://t.co/ym0amwnT9o,seats
8488,@TLRailUK do you have WiFi on your trains? Thanks for any help!,wifi
8489,@TLRailUK do you have all the right staff in place to not delay 9P08 at DFD this morning?,delays
8490,@TLRailUK do you have information about why 9P08 Rainham (Kent) to Luton was delayed for 10m at Chatham?,delays
8491,@TLRailUK do you have power sockets in standard class?,none
8492,@TLRailUK do you have to cancel and delay my train at least once a week...,delays
8493,@TLRailUK do you know if the toilets at Elstree are open again? They were closed last week.,none
8494,@TLRailUK do you know there is a black spot on your on-train wifi in the st pancras tunnel?,wifi
8495,@TLRailUK do you know when the 23:26 delayed train from st pancras to harpenden is expected to arrive?,delays
8496,@TLRailUK do you know why the 13:55 to Blackfriars was cancelled at such short notice? It said it was delayed and then cancelled at 13:55.,delays
8497,@TLRailUK do you know why the train crew was delayed? https://t.co/zo4HbqSQ8D,delays
15941,@TLRailUK do you know why we are going at a seemingly snail’s pace? I am on the 8am to London from Brighton. No announcement about slower speed.,service
15940,@TLRailUK do you know why we are going at a seemingly snail’s pace? I am on the 8am to London from Brighton. No announcement about slower speed.,delays
15943,@TLRailUK do you know you’re running a train with no AC and no windows to open? Many of your customers are complaining and very uncomfortable (FYI it’s the 16.26 to Cambridge from Farringdon) #hotterinsidethanout,windows
15942,@TLRailUK do you know you’re running a train with no AC and no windows to open? Many of your customers are complaining and very uncomfortable (FYI it’s the 16.26 to Cambridge from Farringdon) #hotterinsidethanout,air conditioning
8498,@TLRailUK do you offer delay repay on season tickets? Just curious 😊,delays
8499,@TLRailUK do you think you could make the train doors open automatically at each station so that keyworkers don’t have the touch the buttons on their journeys?,doors
8500,@TLRailUK do you think you’ll be finishing the roof at Nunhead ever? No work on it for weeks #nunhead #class4station #cinderellaline,station
8501,@TLRailUK do your cameras pick up and prosecute disrespectful people who sit with their dirty shoes on seats. 07.24 fast train from St. Albans 7th coach?,seats
8502,@TLRailUK do your staff not talk to each other? Additional stop put on for Balcombe. Displayed on screens and announced yet driver speeds right through. #unacceptable #poorcommunication #poorservice https://t.co/4SfZO1h0Rn,service
15944,@TLRailUK does customer service exist in your organisation? @CrispinBlunt you stood on fixing the trains ballot. What have you done to fix them? No announcements can’t get get home. #joke,service
8503,@TLRailUK does the WiFi on your trains only work in the morning? WiFi is never available on my journey home from St Pancras to East Croydon.,wifi
8504,@TLRailUK does your air system bring in fresh air on the train? And do you have windows that can be opened? Thanks!,air conditioning
8505,@TLRailUK doing a great job with staffing today delaying us all getting home! @tfl Blackfriars not doing much better not actually informing us of the delay so we miss other trains we can get. @MayorofLondon needs to bring these companies in line for the sake of all Londoners. https://t.co/AASEcsKJ1l,station
15945,@TLRailUK doing their best with anti storm measures to stop the roof from flying away with sandbags 👍 @Worthy_Driver @MainManz1 https://t.co/auUVbwULQb,none
8506,"@TLRailUK don’t know why I bother waking up early and rushing to catch my train from Ldn to Peterborough when every single week Thameslink has delays - what a rubbish, incapable service.",delays
8507,@TLRailUK don’t mention delay - repay. Money does not compensate for being 45-60 minutes late. Especially as I’m up from 04:20 tomorrow.,delays
8508,@TLRailUK don’t the new trains have air con? The one I’m on is rather err hot!,air conditioning
8509,@TLRailUK don’t you dare go to the government for a bail out. We are just down to normal numbers where we get a seat. Already £34 London return and haven’t had a regular seat for 16 years.,none
8510,@TLRailUK door release glass broken on Luton train about to stop at Elstree and Borehamwood station https://t.co/suO98rguWb,vandalism
8511,"@TLRailUK driver announced at London blackfriars, this train wont be calling at London bridge. Anyone for London bridge, it's a nice 20 min walk (in cold). Ha ha",none
8512,@TLRailUK driver error and an operational incident? These announcements are meaningless and give no real information about getting home.,delays
8514,"@TLRailUK driver just announced the Rainham train, currently at London Bridge, is delayed ""until a relief driver turns up"". You are, with respect, a bunch of incompetent jokers. If you're scheduling driver changes during peak hours, you better make damn sure they're gonna work.",service
8513,"@TLRailUK driver just announced the Rainham train, currently at London Bridge, is delayed ""until a relief driver turns up"". You are, with respect, a bunch of incompetent jokers. If you're scheduling driver changes during peak hours, you better make damn sure they're gonna work.",delays
8515,@TLRailUK driver just said at Westcombe Park ‘it’s not safe to continue’ as it’s too many people on board. What the hell? Delaying or cancelling the train will surely make the next one even more overcrowded. We need to get to work!,delays
15946,@TLRailUK driver of the train has just announced that this train will non stop from ECroy to Gat missing out Horley but you’ve also cancelled the next service behind. Why?,service
8516,"@TLRailUK due to cancellation of all trains from Ifield northbound this morning, I trust commuters will get a full day refunded and not just a paltry amount. Delays and cancellations mean lost income for individuals and businesses! #thameslink",delays
8517,"@TLRailUK due to the short formation the 7.10 St Albans to London/Rainham is packed and carriage 411021 super hot, can we have some air con pls?",air conditioning
15948,"@TLRailUK during CV-19, wouldn’t it make sense for all your train doors to open automatically rather than everyone have to press the same button? Would that not be safer?",service
15947,"@TLRailUK during CV-19, wouldn’t it make sense for all your train doors to open automatically rather than everyone have to press the same button? Would that not be safer?",covid
8518,@TLRailUK eek! Train in to Purley is delayed (literally sitting outside the station) but I need to get on the 06.53 Thameslink train to Bedford from Purley. Please please please dont let it go without me! Please!,delays
8519,@TLRailUK epitome of shocking service. You screw me around all year with new timetable which cost a good 3.5k and now adds 20 mins to commute. Got what I thought was a delayed train at LTN which shoulda got me to WHP but was fast to STP to be told I'd need to pay £20 to leave🤔,delays
8520,@TLRailUK even for you today is special. Wait until we all get on the train at Bedford then say it is cancelled. Then cancel the next two because a passenger has been ill on another train. Priceless!,delays
15949,@TLRailUK evening found a loose seat on one of your services. I pushed it back in but it still lifts up away from the frame. I’m on the 9R96 Gatwick to bedford in the front of coach eleven carriage number 402137👍🏻 pic.twitter.com/OY6Lz2nV4v,seats
8521,@TLRailUK evening guys. The disabled toilet on 700122 needs locking out of use it's pouring water into the vestibule!,toilets
8522,"@TLRailUK evening, just a heads-up about some graffiti in toilet of Car 411016 https://t.co/jTSZsMyiXV",vandalism
8523,"@TLRailUK evening, the emergency door release glass for both doors on car 700003 are smashed & need repairing. Currently on route to Rainham...",doors
8524,"@TLRailUK evening, why does every Thameslink seat I sit on feel like I have just shit myself?",seats
15950,@TLRailUK evening. I know you’ve had a rubbish day but what are the chances that the 01:44 from St Pancras to Bedford will run please?,none
8525,"@TLRailUK ever thought of getting a catchy slogan? How about “Another day, another delay?”",delays
8526,@TLRailUK every bloody time. I travel with my kids. I claim #delayrepay for me and my kids. I explain this everytime. Everytime you reject my claim as identical claims! #enoughalready #reallyhackedoff @hitchincommuter @BimAfolami #enoughisenough #railfail #thisisashitshow,delays
8527,"@TLRailUK every day, every train is now delayed. Not good enough.",delays
8528,@TLRailUK every morning delays that have huge impacts on connecting trains. Run a service properly or not at all!! Worst thing is that the delays are less than 5 minutes each but have major knock on affects!! #thameslinkfail #poorservice #delays,delays
8529,@TLRailUK every night this week the trains have been delayed by at least 10 mins going through Croydon. Can we claim for accumulated delays? You must owe me most of my season ticket back! Could you confirm what the issue is that happens daily as the driver doesn’t know?,delays
8530,@TLRailUK every single day since the new timetable has been introduced we get stuck in the tunnel southbound into St Pancras. It’s impressive just how much you’ve managed to ruin this service since your franchise took over. DO NOT MENTION DELAY REPAY TO ME ONE MORE TIME. https://t.co/gP1efWpPaQ,delays
8531,"@TLRailUK every week there are delays due to broken down train, or other issues with infrastructure. You make billions of pounds and really need to get your house in order. @hitchincommuter @BimAfolami",delays
8532,@TLRailUK everyday bloody trains cancelled. Where are you putting all this money we give you every month? Your delay repay is a joke as well. What’s the point in delay repay? Keep the money and improve your shit service or charge less if your trains are not running on peak time,delays
15951,@TLRailUK everyday this week on the info screens haven’t worked on the train home. Why is this?,announcements
8534,@TLRailUK everytime I claim for a delay I have to input my annual season ticket info like value and number etc. Why? This is absurd. Store that info. I don’t want to hear about security. I login to do this.,tickets/seat_reservations
8533,@TLRailUK everytime I claim for a delay I have to input my annual season ticket info like value and number etc. Why? This is absurd. Store that info. I don’t want to hear about security. I login to do this.,delays
15952,@TLRailUK fancy asking the driver to turn the heating on... 07:21 from Leagrave to Three Bridges... Colder in here than it is outside! ❄️,hvac
8535,@TLRailUK fancy putting some tables back on your trains? £125 a week and I can’t even eat my breakfast and have a coffee!,train_general
