,text,topic
1869,1207 Thameslink train to Brighton: Delayed - plat 1 1220 EMR train to Sheffield: On time - plat 4 1215 EMR train to St Pancras: expected 1221 - plat 3 1221 Thameslink train to London Blackfriars: On time - plat 2 1251 Thameslink train to London Blackfriars: On time - plat 1,delays
15805,@TLRailUK So you’ve taken to just ignoring this now? Still on a bus back btw with your decision not to open the doors turning a 15 mins slight issue into a 1hr+ delay,delays
15973,@TLRailUK hey we’re stuck outside east Croydon on the way to Brighton. No announcement from the driver. Any info on why we’re just sitting here?,service
11951,Delays on Great Northern and Thameslink train lines after incident at Kings Cross https://t.co/ekHHF5F9sA,delays
6858,@TLRailUK No! I claimed for a 15 minute delay on 31st. However you’ve declined twice saying it was 14 minute delay. I was on that train and know what time I got off it. So as you can be so petty over 1 minute I’m detailing every delay I experience until you give a satisfactory solution,tickets/seat_reservations
12318,Hi @GTRailUK when your staff overfill the bins at #TulseHill station like this it’s a) a total eyesore and b) the foxes can rip open the bags and the strewn rubbish attracts rats - please can you get this cleared up and ensure this doesn’t happen again https://t.co/XxMuwgAVhO,station
6505,@TLRailUK It has now taken two hours to get from London to Brighton and we still need to get back to Goring-by-Sea. @SouthernRailUK train left Brighton before we had time to walk to platform 2 and now we have a 25 minute wait for the next train. I expect a full refund.,station
12116,Fortunately Thameslink kept my train running even though toilet had made the whole carriage floor wet. Bit of corrosion soon I imagine.,toilets
4278,@SouthernRailUK Hi. Would like to complain about driver of 1822 from London Bridge to Sutton. Train was set to terminate at Tulse Hill but on train announcements still said Sutton. He only announced at Tulse Hill as Thameslink train came in. Very funny I am sure he thinks.,service
15299,@GNRailUK @TLRailUK how much longer you gonna leave us outside the train? What’s wrong with opening the doors? You are so tinpot https://t.co/icKNBrOISH,train_general
6529,"@TLRailUK It was on the 14th August, the 15:03 to Cambridge (from stevenage), 12 car train. Driver was not aware so no announcements were made for the incodent, only platform screens was information. Not impressed. Carriage 405134.",none
7493,"@TLRailUK The 21:28 did not arrive! It’s quite fun actually because they say ‘Delayed’ on the board for ages and then flash up ‘Cancelled’ and immediately disappear. A lot of people might miss this, but I am maintaining laser focus.🕵🏼‍♂️",delays
2333,2008 Thameslink train to Cambridge: Delayed - plat 4 2004 LNER train to Kings Cross: expected 2013 - plat 2 2014 Thameslink train to Peterborough: On time - plat 3 2003 Thameslink train to Cambridge: expected 2015 - plat 4 2017 Thameslink train to Kings Cross: Cancelled,delays
7318,@TLRailUK Thank you. So there will be no more further works added to those already announced?,none
11362,"@sorightitswrxng @tlupdates @TLRailUK As I said earlier, if @TLRailUK say disruption is expected till 1500, add another 4 hours to that. If the answer goes beyond 1600, that’s it till end of service. Don’t be surprised if there are “residual delays” from Bedford tomorrow! (Due to “displacement of stock”)",delays
3884,@Rail_Complainer @TLRailUK @GoviaFailway Alot of these on the Kings Cross - Cambridge via Welwyn have fadding LCD Screens already after 2 years approaching 3 years some dont work or are just blank maybe LCD not the best,announcements
1357,(Thameslink Update) 19:21 Bedford to St Pancras International due 20:23 - 19:21 Bedford to St Pancras International due 20:23 is being delayed at Luton.,delays
9529,"@TLRailUK u know what thameslink, if I ever jump on to the tracks, just know that you drove me to insanity with your delays and I could take it anymore",delays
3030,@FreddieMateee Hi Fred. A signalling fault is the issue. Southern services are being allowed to run but Thameslink cannot. Southern services are still heavily delayed as they will be required to be verbally held at signals and then given permission to continue by the signallers. ^DS,delays
9784,@TLRailUK why did u just cancel the Horsham train leaving London bridge at 9.30 with only a 10 min delay???? Now I have to sit in the cold for another 20 min omg WHY CANCEL IT AFTER ALL THE PREVIOUS TRAINS HAVE GONE?? CANCEL IT WHEN THERE ARE OTHER OPTIONS 😭😭😭😭😭,delays
11354,"@smw30 @TLRailUK Hi, we've been advised of an ill passenger on board a Thameslink train, we're currently waiting for an ambulance. ^RD",delays
11158,@norbois_south @TLRailUK Hi Angela. I'm afraid this service has been amended due to a passenger being taken ill on a train. Please ensure that you claim delay repay where applicable as you will be entitlerd to compensation. ^Alex.M,delays
12220,Great start to the holiday @TLRailUK Now having to drive to London to make our connection from Paddington to Penzance with reserved seating for myself & 2 children . How do I claim compensation? #holidaystress #disappointed https://t.co/ASc8fc2EFR,delays
13933,"The pocket sizeed Tube Map is already rididulously congested (and Crossrail needs to be added too!), so if Thameslink is to return to the map, it'll most likely be the 'Core' section (Zone 1/middle) again. Here's what i did with my 'Air Conditioned Map' pic.twitter.com/Pc2xJMV4Lt",none
2321,2000 LNER train to Sunderland: Delayed 2030 Hull Trains train to Hull: On time - plat 6 2033 LNER train to Leeds: On time - plat 0 2039 Great Northern train to Kings Lynn: On time - plat 1 2051 Thameslink train to Cambridge North: On time - plat 11,delays
1718,0933 LNER train to Leeds: Delayed 0942 Great Northern train to Kings Lynn: On time 0930 LNER train to Edinburgh: expected 0943 0948 Hull Trains train to Hull: On time - plat 7 0951 Thameslink train to Cambridge North: expected 0954 1000 LNER train to Aberdeen: On time,delays
15523,"@TLRailUK @Sarah99Linc @Se_Railway I get you guys don’t service New Cross and Lewisham, unlike @Se_Railway - but I mean come on - it’s not hard. You can definitely open doors at a station you’ve literally stopped a train at.",service
16380,Bloody ridiculous BBC News - Govia Thameslink fined £1m over Gatwick Express window death https://t.co/UemWGAnL1c,none
971,(Thameslink Update) 08:32 Bedford to Gatwick Airport due 10:38 - 08:32 Bedford to Gatwick Airport due 10:38 has been delayed between Bedford and St Albans City and is now 12 minutes late.,delays
14129,"We are proud to announce that we are doubling the number of our apprenticeships in 2020! We will offer 300 opportunities across 14 roles, including train drivers and engineers. Find out more https://t.co/TtRyF6WVYy #NationalApprenticeshipWeek #apprenticeships https://t.co/aTm95iUfvx",none
12672,"Just had to give myself a little shake because I was thinking wistfully about standing on a train platform with a coffee waiting for the train to work. I get the Thameslink to work for crying out loud, aka hell on wheels.",delays
5160,@TLRailUK @denafrost @Se_Railway Was the crew member catching a express train which got delayed by a slower train being Infront of it?,delays
8414,@TLRailUK coach 405133 has no air con and is blowing hot air,air conditioning
10464,@callumLtfc @tlupdates @TLRailUK Yes. If the cancellation delayed by 15 minutes or more you certainly can claim!,delays
4760,"@TLRailUK @GNRailUK @delayrepayasist why do you always assume we can cram onto the next train. We couldn’t, as stated in the comments, and on our journey records. No train for 25 minutes at #PAL means the next few are usually rammed. I’m fed up of constantly being under refunded. https://t.co/M07tepZ3ty",delays
4418,@TLRailUK #delays #shortstaff #signalfailure #floodedtrack... failed public transport = miserable commute life and death of festive spirit... but it’s ok to crank up the fairs??? #letdown #booyou,delays
5381,@TLRailUK And AGAIN today stuck in the tunnel into STP. What’s today’s excuse? How are you allowed to get away with delaying services every day? https://t.co/AcuYTk5jyG,delays
59,"#Cricklewood - Due to the nature of the repairs required which will take place when no services are running, services have to run at a reduced speed on the ‘up northbound mainline’. As such, Thameslink services may be delayed by up to 20 minutes, cancelled or revised.",delays
15989,@TLRailUK how’s the WiFi retrofit planning coming along on the Bedford trains? It’s so annoying that not all trains have WiFi!,wifi
7088,"@TLRailUK Same again, no WiFi on the 16.51 from London Bridge to Harpenden.",wifi
5822,@TLRailUK Hahaha you have managed to pull another one out the bag I’ll be back tomorrow to ask why it’s delayed again.,delays
15814,@TLRailUK Thank u so much to the thaneslink driver from Gravesend this morning. I was at Northfleet train station trying to catch the 7:03am train. The doors had closed when i got to the platform but the driver saw me and opened d door. I would have waited another 30 mins 🙏🏾,service
13577,Thameslink update: 07:00 Luton to Orpington due 08:47 is being delayed at Mill Hill Broadway.,delays
14079,Useless unformative service as usual @TLRailUK non moving service due to a stationed freight train according to the driver yet the app puts the delay down to a signalling system. Which excuse is it? Three staff on board walking through the train none wearing masks?,delays
36,"#125DISRUPTION - MAJOR DELAYS to all Thameslink trains until the end of service. Trains may be delayed by up to 120 minutes, delayed or cancelled. (Pics sent by someone at London Bridge) https://t.co/cniQNnavTI",delays
6211,"@TLRailUK I have applied for a refund, but yet to get any kind of response. Can you look into it or advise how long it takes for a reply? I'm sure you have a large volume of requests but I have a large amount of money waiting to be refunded #thameslink #coronavirus @TLRailUK @tlupdates",delays
7057,@TLRailUK Probably could have got all that back from delay reclaim anyway #shithouses,delays
5517,"@TLRailUK Blackfriars. We finally got an announcement, 10 mins after departure time, saying it’s cancelled. No reason given. I only came up here to kill some time while the trains from the Elephant were disrupted. That was a bad idea.",delays
2231,1852 Thameslink train to Brighton: Delayed - plat 2 1824 Thameslink train to Peterborough: expected 1910 - plat 7 1854 Great Northern train to Hertford North: expected 1910 - plat 8 1908 Thameslink train to Horsham: expected 1910 - plat 4,delays
6406,@TLRailUK I've been stuck at Gatwick for nearly 10mins with no announcement as to why. Can you assist? https://t.co/uF1R820I1J,service
8454,@TLRailUK day after day. Week after week. Freezing cold train. Constant report #412013 whole train no heat. No internal doors and driver leaves doors open longer than needs to. Gee thanks,hvac
511,"#TLUpdates - We have been advised of a fault with the signalling system in the Royston area. Services are still running, but will be subject to delays at this time. Full service updates can be found below. ℹ️👇 https://t.co/iYMraBkjSy",delays
10049,"@TLRailUK your tickets don’t work in machines(missed train today-direct result),your WiFi doesn’t work(unable to work on 1:30 commute today-direct result)and your ticket wardens R miserable(suffered £69 fine recently for using EMPTY first class to charge laptop and enjoy a table!",wifi
8709,"@TLRailUK hi, are the trains from Woolwich arsenal cancelled or delayed? It would save a lot of people hanging around on the platform",delays
4109,@Se_Railway do your train drivers close the doors on purpose as the delayed @TLRailUK train pulls into Herne Hill...number of passengers got to the doors seconds after the driver decided to close the 7.23 train doors - obviously likes to put people out,delays
16542,"Hey @TLRailUK, when is the WiFi on your trains actually going to work? It either doesn’t exist, or when it does exist it doesn’t actually work.",wifi
1317,(Thameslink Update) 18:32 Luton to Orpington due 20:14 - 18:32 Luton to Orpington due 20:14 has been delayed at Mill Hill Broadway and is now 6 minutes late.,delays
14410,i will never not be astounded at the audacity of thameslink to not have plug sockets on its trains,plugs
11931,Delayed slow train now going fast. Stoppers have to disembark. Love @TLRailUK,delays
12468,"I hate Thameslink with every fibre of my being. At the weekends there are 2 trains to London per hour. The next of those trains has just been cancelled and there's a 40 minute wait for the next one. It is very cold and starting to rain, and this station has no waiting room.",delays
10582,@davidnmartin24 @bhcitynews @SouthernRailUK @GTRailUK Apologies for the delays faced on your commute today David. The morning service has arrived 3 minutes behind schedule due to possible peak congestion and the evening service has been affected by an earlier trespasser incident. ^L,delays
15760,"@TLRailUK Morning guys, any idea when 402009 will have the graffiti removed off the external side of carriage please? It’s Doors C/D side of said carriage. Been running around network in this state for over a week.",vandalism
7530,"@TLRailUK The driver hasn’t said, but the announcements on the train have and we have stopped at all stations from St Pancras, which it wasn’t supposed to!",none
15267,"@Charley_Jarrett @TLRailUK @Charley_Jarrett @TLRailUK Hi Charley, the WiFi can be a little patchy, can't it... 😐- That's why we're working on a project to improve the station's WiFi reception, which will hopefully be done soon. Don't believe this extends to the@TLRailUK platforms, ...",wifi
6457,@TLRailUK Is ZIP file a file format accepted by the delay repay form?,delays
7464,"@TLRailUK That’s fine, thank you. I am not trying to be difficult, it’s a genuine question as we were on a shorter train than normal, first class is empty, cattle class rammed and the driver advised us we should be using the doors more sensibly or we’d be delayed",none
16261,@oo_gauge_models @TLRailUK Don’t see you walking 🤔 sat on your cushioned seat,none
7299,"@TLRailUK Thank you, i am allow to claim the delay as normal?",delays
13223,So after all my trains being cancelled last night!! Resulting in my having to find somewhere to stay! The train im now hopeing to get this morning (after buying another ticket) is also delayed!! @TLRailUK this is a joke!!!,delays
5007,"@TLRailUK @SouthernRailUK can you confirm why the 5:30 lb to Horsham train is stopping at earlswood, Salford, and horley? When I asked for the 5:53 from Croydon to bognor to stop at littlehaven you said it can’t? Are certain trains allowed to be delayed due to extra stops?",delays
12247,Heating on full blast on 08.23 BDK to KGX. Please can you have a word with the driver @GNRailUK @TLRailUK !,hvac
4157,@Skiwoody12 @TLRailUK How many mins before you accept delay repay?,delays
9654,@TLRailUK what's up with all the cancelled trains to London bridge on the gatwick line... lack of info could of done another route but just delayed messages now for over half an hour... #poor,delays
6397,"@TLRailUK I'm sorry but where is the 0612 train to KGX from Baldock? Literally hasn't turned up, and has fallen off the screen. No explanation, no reason why?",delays
7009,"@TLRailUK Pardon? The 17.42 may leave at 17.39? If thats the time of the train, put that on your screens and app. There is no point in the driver running to a schedule only they are aware off!",service
14861,"⚠️ Please delay your journey home if you can tonight - @SouthernRailUK + @TLRailUK are starting to run trains south from London but @NetworkRailVIC and @NetworkRailLBG are very, very busy and we are trying to keep people safe. Thank you and we really appreciate your patience.⚠️",delays
16198,"@dzejmsk @AliceAvizandum @trashfuturepod Naw this shit happens in London too, like all of the Thameslink ad screens are running embedded windows. (That’s just off the top of my head)",service
3261,"@IanMackintosh04 Hi Ian, this would be a Thameslink service, I've just had a look for you and the service was amended and didn't stop between Finsbury Park and Stevenage. This should've been announced on board this service, apologies for any inconvenience to your journey this afternoon ^Hannah",none
13767,Thameslink update: District Line: Minor delays between Upminster and Tower Hill while we fix a track fault.,delays
15257,"@BlickyIan I think that ‘not for public use’ placard is a hint. Top tip for the future, Jump on one of the Thameslink class 700’s if you can. Head to the back. 1st class there is permanently declassified. Plug in chargers down there too. It’s a lovely little bonus but keep it to yourself!",plugs
2895,"@DanJSmith1992 @TLRailUK Tocs that have a Delay repay scheme allow claims for any delay, regardless of who is to blame. It’s only Tocs with the older Passenger charter, such as Chiltern and Grand Central, who do not pay out if outside the railway’s control.",delays
5507,"@TLRailUK Because of cancellations due to train crew shortages, the 1749 BFR-HRH was very uncomfortable and unsafe - one sudden braking could have caused multiple injuries . Please explain why you still do bot have enough drivers to operate properly.",delays
12038,Evening @TLRailUK - late Running 1824 ZFD - BTN service. Screens in trainnsay terminating at ECR. No communication as usual from driver and no OBS Onboard - do you know if this train is going to BTN or not?,none
16737,"Thameslink worker: ""Jean! Jean! Someone's scratched a cock & balls on the window again!"" Jean: ""Is there a dotted line emanating from the crown?“ TLW: ""There is, yes"" J: ""Well get your key out and scratch it up a bit... A kiddy could see that!"" @AccidentalP https://t.co/beglnPubwp",vandalism
24,"Would it not make sense to set all the doors to automatically open at each station, so we don't all keep touching the door open button?(maybe there's an obvious reason I'm missing, if not)@GatwickExpress @nationalrailenq @greateranglia @TLRailUK @SouthernRailUK",service
8250,"@TLRailUK are arguably the most incompetent bunch. They really need the licence revoked and put out to tender, or fined for every single fucking delay",delays
14868,⚠️#Dartford - Delays to Thameslink services through Dartford expected until 07:30 ℹ️More information can be found in Latest Travel News: https://t.co/pIxHULzDap 🚆Check your journey at https://t.co/Ps8O1P8HbX,delays
496,"#TLUpdates - Trains running through Streatham in all directions are currently subject to delays and alterations whilst this is investigated by the emergency services. Please check your journey before you travel, with details regarding this below ℹ️👇 https://t.co/iYMraBkjSy",delays
5690,@TLRailUK Driver of our train announced the office told him to skip all stops and go to Peterborough. He refused. Give him a medal. Wonder when you’ll be able to sort your service out?,service
11776,"BREAKING NEWS: @TLRailUK confirm that their definition of ""disruption"" does not include ongoing delays and cancellations! #clowns https://t.co/Xk5SU1qSbG",delays
11434,@thetrainline The 1650 thameslink service to Brighton from east Croydon seems to be delayed which is now coming up on the app. I’ll catch that. Wasn’t planning on going all the way to Southampton. Thanks for your help.,delays
8016,@TLRailUK Yes. I went to your platform staff to let them know. Young lad on plt 2 was very professional and handled my complaint well. He saw briefly what happened but did not see details as he was 20meters away. But he was the one warning on the mic to step away as doors were closing,station
3811,"@PelhamB @tlupdates @TLRailUK Yes, I had a claim rejected when the train did not stop at my station last week because it was running late. Apparently my delay has been deemed less than 15 minutes even though it was considerably longer!",delays
3372,"@Katielala I do apologise that you have a 5min delay. As your service calls at stations we don't normally serve, Eynsford and Shoreham (Kent) where the additional stops have been added, and the service disruption that Thameslink are encountering, we are assisting their passengers. ^KW",delays
4868,"@TLRailUK @NetworkRailLBG @nationalrailenq Well, all of the above. Ended up on the 09:00 to Horsham, which is 30 mins late. Also, how hard is it to get a refund? Where do you put Oyster details on the Delay Repay form?",delays
4530,"@TLRailUK 17.35 from Londonbridge overcrowded,running late and no announcements https://t.co/S5h2LWRRIx",delays
10163,"@That_Train_Guy @railimprover @jennyonrails @LNER @TLRailUK @DBCargoUK Its still the latest Quail, they're probably waiting for Stevenage & Peterborough to be finished. Latest version is 2016.",none
2684,@B_to_the_Levy @tlupdates @TLRailUK Hey There! Sorry about the wait! You Can Find the Delay repay Section of the website Here: https://t.co/SLaSIRMH8I,tickets/seat_reservations
245,#TLUpdates - Due to the police dealing with an incident between Denmark Hill and Shortlands: Train services running through these stations may be cancelled or delayed. ℹ️ More info to follow 👇,delays
10944,@laurabowker5 @TLRailUK I think the announcements may be there for the benefit of people with sight problems !,none
6728,"@TLRailUK Load of rubbish, three trains cancelled on that line. You need to be prepared for things like sickness or leave and have backup, last minute as well. That’s how businesses run. I don’t want delay repay, I want reliable service.",delays
11772,Awful day - the terribly annoying station announcer at Hitchin appears to now be stationed @BiggleswadeStn for the evening. Horrible start to the weekend with his grating voice blathering unnecessarily. @TLRailUK do you employ him? Can he be shushed?!,none
149,#TLUpdates - All lines are now open in the Royston area. Train services running through this station are returning to normal but some services have been delayed or revised. Live service updates 👇https://t.co/4c5oQebQ0X,delays
12649,"Jubilee Line: Severe delays due to an earlier signal failure at Wembley Park. London Underground tickets can be used on DLR, London Overground, Southeastern and Thameslink, C2C and London Bus services.",delays
7341,@TLRailUK Thanks Isana. Had to change trains so I don't have this. Was on the inside of the toilet door. Coach 11 of the 1445 from East Croydon to Peteborough.,none
529,"#TLUpdates - We've been advised by our colleagues @NetworkRailSE that due to a fault with the signalling system at East Croydon, services running through the station may be cancelled or delayed. ℹ️ More information to follow once we have it.",delays
4371,@SteveWhiteRail @tlupdates @TLRailUK Thanks Steve but the driver announced the train was broken down hence why we were on the slow tracks. We also went past it.,train_general
12837,NEW: A speed restriction over defective track between West Hampstead Thameslink and St Albans is causing delays of up to 10 minutes between these stations. Disruption is expected until 11:00. #Elstree,delays
15564,@TLRailUK @networkrail This is a useless reply. All it needs it for an announcement after the emergency evacuation one to say it was a drill announcement. 🙄,service
13220,"So a passenger train went past earlier that was being dragged by a loco, and I didn't recognise the train. The doors were light blue, so I'm thinking Great Northern or Thameslink? The front wasn't pointy so I don't think it was 717 or 700, so maybe 365? Crewe to Chester line 12pm",train_general
14291,Why is the 4:37pm Wimbledon to Tulse Hill delayed?!?! @TLRailUK,delays
15446,@SouthernRailUK I’ve just changed at East Croydon from a well air conditioned Thameslink train that was pleasant to be on to a Southern train that is like a sauna. Why is that?,air conditioning
13633,Thameslink update: 12:55 Horsham to Peterborough due 15:39 is being delayed at Horsham. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,delays
1047,(Thameslink Update) 10:37 St Albans City to Sutton Surrey due 12:14 - 10:37 St Albans City to Sutton Surrey due 12:14 has been delayed at St Albans City and is now 11 minutes late.,delays
15884,@TLRailUK Would have been helpful is the 17:54 from KGX currently held in platform 4 at STV had opened its doors so we could have gotten on the TL train that’s calling through HIT!! Instead that train left and HIT commuters are still stuck here!,service
3782,"@PabloFraga2 Hi Pablo, the rear first class carriage is declassified on all Thameslink services. Front carriages are only declassified on rare occasions and this will be announced by the driver. ^Lola",none
16608,"Just after a whole week of rail improvement Brighton-London, here I am again having to resort to a portable tripod seat.. improve the rail,improve the trains. What’s the point otherwise? Train is just ridiculously full from Preston Park onwards! @TLRailUK #wheresmyseat #trainfail https://t.co/P1WhajA2LK",service
475,#TLUpdates - Train services running through these stations are returning to normal but some services have been delayed. ℹ️For the latest service information and updates👇https://t.co/l0aBvRFODO,delays
15292,@EmilyTrenouth @TLRailUK Can’t see a carriage number but it says carriage 3 on the screen,none
13089,"Right, so if you are on a @TLRailUK or @GNRailUK line train service into #london this morning.. Delayed engineering works... which was always going to happen, and yet another #signalfailure mean nothing is going anywhere fast #TrainDelay https://t.co/OvpnNf2z4X",delays
7133,"@TLRailUK So a repayment of a proportion of the cost of the ticket, which varies according to the length of delay, is not a refund? Clear as a station announcement.",delays
3976,@SammyG_92 Unfortunately your train was running 7 minutes late and as such ended up behind the Thameslink service which then delayed your further. Apologies for this ^OB1,delays
14223,"When the change machine at Blackfriars is broken, the toilet costs 30p and the queue at the ticket office has 9 people in it. Toilets at some stations are free, why not all ⁦@TLRailUK⁩? https://t.co/ULcK7qwKMl",station
15970,"@TLRailUK hey Thameslink, I was on the 15.41 Hitchin to Horsham train going to Stevenage, When we approached Stevenage the driver announced the train terminates here and he’s not sure why, please tell driver brilliant announcement and made me smile all the way home😀",service
4786,@TLRailUK @GNRailUK on the 2000 BIW - Horsham and currently delayed before Stevenage. No announcements. Is there an issue again tonight? Service is slipping again recently.,service
8246,"@TLRailUK are a fucking joke, the absolute worst transport service I have ever had the misfortune of using, and 100% the worst customer service of any company. Imagine waiting 30 days for delay repay to only be paid £1.50; not even a 10th of the ticket price. Absolute clowns. 🤡",delays
3252,@Hugh_Owens90 @TLRailUK No that’s your me me me I don’t want to get delayed solution. In an ideal scenario that would happen.When it doesn’t happen they will remain on the train until the professionals are called. In a car crash would you move people to the side of the road so it doesn’t block traffic?,delays
12938,Oh deep joy it seems @TLRailUK might have a #Horsham train starting from @NetworkRailLBG but they have said nothing. My psychic abilities are rather limited! No doubt they'll decline $DelayRepay as I'm supposwd to know the train from p4 is on p11 ...,delays
9574,@TLRailUK we should ban people eating on trains the noise is terrible,none
10816,@itrookery @TLRailUK Apologies for any period where we've held you up in the past Charlie. Some of the delays near that area are related to,delays
14290,Why is the 4:37pm Wimbledon to Tulse Hill delayed?!!! @TLRailUK I have missed my connecting train to East Dulwich!,delays
7227,@TLRailUK Stuck at decrepit Streatham station waiting for St Pancras 18.48 delayed by 13 minutes. Pointless spending billions on upgrades when so easy to trespass onto lines🤔,delays
2126,1738 Thameslink train to Royston: On time - plat 4 1740 Thameslink train to Kings Cross: On time - plat 1 1744 Thameslink train to Peterborough: On time - plat 4 1747 Thameslink train to Kings Cross: On time - plat 1 1755 LNER train to Leeds: Delayed - plat 3,delays
11342,@simnkaff @tlupdates @TLRailUK @Se_Railway They’re in the middle of a delayed response to previous complaints about trains being too cold...,hvac
6100,@TLRailUK I already sent a screenshot saying there is no resubmit button in there,none
6063,@TLRailUK Horsham-Peterborough 16.25 Already 7 mins late and no announcements,delays
1864,1156 Thameslink train to Horsham: On time - plat 1 1204 Thameslink train to Peterborough: Delayed - plat 2 1226 Thameslink train to Horsham: On time - plat 1 1234 Thameslink train to Peterborough: On time - plat 2 1256 Thameslink train to Horsham: On time - plat 1,delays
15463,"@TLRailUK - Departure times are incorrect on the main board at London Bridge. It said the 16:21 to Bedford wasn’t due until 16:24 so decided to grab some water. When I got up there at 16:21, the train doors were locked and it was departing. 20 min wait for the next train to LEA!",service
2303,1949 Thameslink train to Brighton: Delayed - plat 1 2012 EMR train to St Pancras: expected 2016 - plat 3 1940 EMR train to Nottingham: expected 2019 - plat 4 2019 Thameslink train to Brighton: On time - plat 2 2024 EMR train to Corby: Delayed - plat 4,delays
10940,@lallemandy1 @brighton_line @SouthernRailUK @TLRailUK @GatwickExpress Agree. Staff smiling and helpful. Free tea and biscuit. No wait. Well done. Just a pity no direct buses to Brighton.,delays
9870,@TLRailUK why is the 17:05 LBG-BTN which is full and standing every day only 8 coaches when the 17:00 Horsham which always leaves with lots of empty seats 12 coaches?,none
12699,Like genuinely some guy got up from his seat a whole stop before so he could race to the door to out first #thameslink,none
13719,Thameslink update: 21:49 Sutton Surrey to Bedford due 00:03 is being delayed between Farringdon and St Pancras International. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,delays
9744,@TLRailUK why are some of the trains from Streatham to St Albans cancelled? Is it likely more willdo the same?,delays
6677,"@TLRailUK Just getting through the barrier with my pre purchased, pre printed tickets. Every. Single. Time. Whilst I appreciate the fine position - in light of the service provided at a daily cost of £63.40 it is a joke to be fined for wanting a table/socket.",plugs
11202,"@peterkyle If there’s a day that goes by without a @TLRailUK or @SouthernRailUK train being cancelled or delayed, it shall indeed be bathed in light. But mind you don’t end up being the fall guy, apologising for failures of others.",delays
779,(Thameslink Update)  16:33 Orpington to Luton due 18:21 - 16:33 Orpington to Luton due 18:21 has been delayed between Peckham Rye and Denmark Hill and is now 8 minutes late.,delays
16889,@TLRailUK Stop announcing this as excuses for a terrible service. It was sorted a long time ago and is still affecting me. I’m not even on a kings cross or Alexandra palace train 😡😤,service
15059,"✅#TLUpdates -Disruption caused by train crew being delayed at St Albans City has now ended. Apologies if you have been disrupted by this incident, you can claim for delay repay on delays of 15 minutes or more 👉https://t.co/FN8aTZmEO9",delays
15113,"@SteveWhiteRail @TLRailUK @SouthernRailUK @GNRailUK @networkrail So publish the accurate figures. Bin the within 5 minutes rubbish.  I'll put next year's earnings on the on-time arrivals plummeting.  How many trains skipped Hassocks in October to doctor arrival into Brighton on time. Full picture, full truth.",service
2238,1855 LNER train to Bradford Forster Square: Delayed - plat 3 1835 Great Northern train to Peterborough: expected 1858 - plat 4 1859 LNER train to London Kings Cross: On time - plat 2 1902 Thameslink train to Brighton: Cancelled,delays
6090,"@TLRailUK How does delay repay help?! When I have had to get on a slow train to Moorgate which is on time? To at least try & make it to work on time, all because of your poor staff management & out dated ticket machines which can't cope with the volume of daily usage!",delays
5945,"@TLRailUK Hi guys, 407031 next to the GOP panel you have two ceiling lights next to each other that are defective.",roof
11008,"@marcwebber @TLRailUK This train is now terminating at KX but need to get to Blackfriars for Brighton train (which is delayed as it’s Thameslink). Going to Taxi it, as I’ve fully given up on trains this morning",delays
8817,"@TLRailUK i have monthly pass and am about to loose my 35 minute pay on my job dur to @TLRailUK train delay,how can i claim kindly explain",delays
7923,@TLRailUK Why northbound Bedford trains running so slow? NO announcements from driver!?,delays
8138,@TLRailUK amazing how many people scream b@@@d when you switch platforms with no notice or announcements at West Hampstead.,none
9839,@TLRailUK why is 21:16 Farringdon to Bedford delayed? Departed Brighton on time.,delays
1010,(Thameslink Update) 09:22 St Albans City to Sutton Surrey due 10:47 - 09:22 St Albans City to Sutton Surrey due 10:47 has been delayed at St Albans City and is now 15 minutes late.,delays
3071,"@GNRailUK @TLRailUK Much to your delight, I was able to get a ticket, although I missed the train I needed to catch because of the delays.",delays
14151,Weak ginger with red pullover reading your tablet on City Thameslink at 08:15. You turned my head - Skinny goddess in green tracksuit,none
14273,Why does the lady announcing the stations on the Thameslink trains always sound so surprised about where the train is stopping?,station
13023,"People driving on the left side of the road, odd shaped sky-scrapers, efficient clean trains, local grown farmer’s market where everybody acts like your next door neighbor. This is London today, — traveling to Paris from West Hampstead Thameslink... https://t.co/kiMIw0Endk",none
2391,2109 Great Northern train to Hertford North: Delayed - plat 7 2113 Great Northern train to Moorgate: Delayed - plat 1 2114 Great Northern train to Welwyn Garden City: expected 2116 - plat 8 2108 Thameslink train to Horsham: expected 2117 - plat 2,delays
9777,"@TLRailUK why cancel stops to the delayed 18.54 from finsbury park??? Do you really think people that are trying to get home care about a empty train coming back the other way to ""regulate train times""??",delays
6740,@TLRailUK Looking at the screen you cancelled 4.25 and then 5.25 and some to Sutton everything else appears to be running so not sure I believe you,delays
15473,@TLRailUK 16:44 fast from WHP to SAC. Screens are showing ‘Train not in service’ throughout the train,announcements
5636,"@TLRailUK Dear Thameslink, it's a relentless cacophony of competing audio apologies & announcements between platforms 1 & 2 at City Thameslink. It's an unpleasant environment; we can read the signs",station
666,#thameslink pay for first class but tough to get a seat at this time. Particularly in commuter hell. No announcement of first class decommissioning. That way Thameslink get away with keeping the money without the service. Decommisioning should be standard when they cancel trains,service
3286,"@JDrvr I believe its a side effect of the Thameslink core being over trained, and too complicated. A delay to them causes way more knock on effects that delaying the express since it loses its path and then is out of slot in the southern region. No room for enough recovery time.",delays
